source_json,category,filename,status,log
New_Benchmarks\LFR-TestCases\GraphCoverage\one_to_one\one_to_one_fromLFR.json,LFR-TestCases/GraphCoverage/one_to_one,one_to_one_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__one_to_one__one_to_one_fromLFR.log
New_Benchmarks\LFR-TestCases\GraphCoverage\tree_bus\tree_bus_fromLFR.json,LFR-TestCases/GraphCoverage/tree_bus,tree_bus_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__tree_bus__tree_bus_fromLFR.log
New_Benchmarks\LFR-TestCases\GraphCoverage\tree_fanin\tree_fanin_fromLFR.json,LFR-TestCases/GraphCoverage/tree_fanin,tree_fanin_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__tree_fanin__tree_fanin_fromLFR.log
New_Benchmarks\LFR-TestCases\GraphCoverage\tree_fanout\tree_fanout_fromLFR.json,LFR-TestCases/GraphCoverage/tree_fanout,tree_fanout_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__tree_fanout__tree_fanout_fromLFR.log
New_Benchmarks\LFR-TestCases\hmlp\v0\v0_fromLFR.json,LFR-TestCases/hmlp/v0,v0_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\hmlp__v0__v0_fromLFR.log
New_Benchmarks\LFR-TestCases\LiteratureBenchmarks\device1_scRNA_seq\device1_scRNA_seq_fromLFR.json,LFR-TestCases/LiteratureBenchmarks/device1_scRNA_seq,device1_scRNA_seq_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\LiteratureBenchmarks__device1_scRNA_seq__device1_scRNA_seq_fromLFR.log
New_Benchmarks\LFR-TestCases\LiteratureBenchmarks\device2_artificial_cells\device2_artificial_cells_fromLFR.json,LFR-TestCases/LiteratureBenchmarks/device2_artificial_cells,device2_artificial_cells_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\LiteratureBenchmarks__device2_artificial_cells__device2_artificial_cells_fromLFR.log
New_Benchmarks\LFR-TestCases\LiteratureBenchmarks\device4_molecular_diagnostics\device4_molecular_diagnostics_fromLFR.json,LFR-TestCases/LiteratureBenchmarks/device4_molecular_diagnostics,device4_molecular_diagnostics_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\LiteratureBenchmarks__device4_molecular_diagnostics__device4_molecular_diagnostics_fromLFR.log
New_Benchmarks\LFR-TestCases\LiteratureBenchmarks\device5_bacteria_diagnostics\device5_bacteria_diagnostics_fromLFR.json,LFR-TestCases/LiteratureBenchmarks/device5_bacteria_diagnostics,device5_bacteria_diagnostics_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\LiteratureBenchmarks__device5_bacteria_diagnostics__device5_bacteria_diagnostics_fromLFR.log
New_Benchmarks\LFR-TestCases\LiteratureBenchmarks\device6_organic_chemical_synthesis\device6_organic_chemical_synthesis_fromLFR.json,LFR-TestCases/LiteratureBenchmarks/device6_organic_chemical_synthesis,device6_organic_chemical_synthesis_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\LiteratureBenchmarks__device6_organic_chemical_synthesis__device6_organic_chemical_synthesis_fromLFR.log
New_Benchmarks\LFR-TestCases\LiteratureBenchmarks\device7_enzyme_screening\device7_enzyme_screening_fromLFR.json,LFR-TestCases/LiteratureBenchmarks/device7_enzyme_screening,device7_enzyme_screening_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\LiteratureBenchmarks__device7_enzyme_screening__device7_enzyme_screening_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\antibiotic_resistance\antibiotic_resistance_fromLFR.json,LFR-TestCases/mars/antibiotic_resistance,antibiotic_resistance_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__antibiotic_resistance__antibiotic_resistance_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\cell_lysis\cell_lysis_fromLFR.json,LFR-TestCases/mars/cell_lysis,cell_lysis_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__cell_lysis__cell_lysis_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\DNA_Digest\DNA_Digest_fromLFR.json,LFR-TestCases/mars/DNA_Digest,DNA_Digest_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__DNA_Digest__DNA_Digest_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\fluorescence\fluorescence_fromLFR.json,LFR-TestCases/mars/fluorescence,fluorescence_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__fluorescence__fluorescence_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\ligation\ligation_fromLFR.json,LFR-TestCases/mars/ligation,ligation_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__ligation__ligation_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\pcr\pcr_fromLFR.json,LFR-TestCases/mars/pcr,pcr_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__pcr__pcr_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\sorting\sorting_fromLFR.json,LFR-TestCases/mars/sorting,sorting_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__sorting__sorting_fromLFR.log
New_Benchmarks\LFR-TestCases\mars\transformation\transformation_fromLFR.json,LFR-TestCases/mars/transformation,transformation_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\mars__transformation__transformation_fromLFR.log
New_Benchmarks\LFR-TestCases\ParserTest\declarations\declarations_fromLFR.json,LFR-TestCases/ParserTest/declarations,declarations_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ParserTest__declarations__declarations_fromLFR.log
New_Benchmarks\LFR-TestCases\ParserTest\pumpstat\pumpstat_fromLFR.json,LFR-TestCases/ParserTest/pumpstat,pumpstat_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ParserTest__pumpstat__pumpstat_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\directed_evolution\directed_evolution_fromLFR.json,LFR-TestCases/Protocols/directed_evolution,directed_evolution_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Protocols__directed_evolution__directed_evolution_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\cell_lysis\cell_lysis_fromLFR.json,LFR-TestCases/Protocols/MARS/cell_lysis,cell_lysis_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__cell_lysis__cell_lysis_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\cell_sorting\cell_sorting_fromLFR.json,LFR-TestCases/Protocols/MARS/cell_sorting,cell_sorting_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__cell_sorting__cell_sorting_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\dna_digest\dna_digest_fromLFR.json,LFR-TestCases/Protocols/MARS/dna_digest,dna_digest_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__dna_digest__dna_digest_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\fluorescence\fluorescence_fromLFR.json,LFR-TestCases/Protocols/MARS/fluorescence,fluorescence_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__fluorescence__fluorescence_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\ligation\ligation_fromLFR.json,LFR-TestCases/Protocols/MARS/ligation,ligation_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__ligation__ligation_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\pcr\pcr_fromLFR.json,LFR-TestCases/Protocols/MARS/pcr,pcr_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__pcr__pcr_fromLFR.log
New_Benchmarks\LFR-TestCases\Protocols\MARS\transformation\transformation_fromLFR.json,LFR-TestCases/Protocols/MARS/transformation,transformation_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\MARS__transformation__transformation_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\chemostat_chip\chemostat_chip_fromLFR.json,LFR-TestCases/Ryuichi's designs/chemostat_chip,chemostat_chip_fromLFR,TIMEOUT,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__chemostat_chip__chemostat_chip_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\dnasynthesizer\dnasynthesizer_fromLFR.json,LFR-TestCases/Ryuichi's designs/dnasynthesizer,dnasynthesizer_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__dnasynthesizer__dnasynthesizer_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\genetic_clock_testing_tool\genetic_clock_testing_tool_fromLFR.json,LFR-TestCases/Ryuichi's designs/genetic_clock_testing_tool,genetic_clock_testing_tool_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__genetic_clock_testing_tool__genetic_clock_testing_tool_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\glycoform\glycoform_fromLFR.json,LFR-TestCases/Ryuichi's designs/glycoform,glycoform_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__glycoform__glycoform_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\gradient\gradient_fromLFR.json,LFR-TestCases/Ryuichi's designs/gradient,gradient_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__gradient__gradient_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\incubator\incubator_fromLFR.json,LFR-TestCases/Ryuichi's designs/incubator,incubator_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__incubator__incubator_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\inlet16\inlet16_fromLFR.json,LFR-TestCases/Ryuichi's designs/inlet16,inlet16_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__inlet16__inlet16_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\kinetics\kinetics_fromLFR.json,LFR-TestCases/Ryuichi's designs/kinetics,kinetics_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__kinetics__kinetics_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\MFD005chip\MFD005chip_fromLFR.json,LFR-TestCases/Ryuichi's designs/MFD005chip,MFD005chip_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__MFD005chip__MFD005chip_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\microalgal_bioassay\microalgal_fromLFR.json,LFR-TestCases/Ryuichi's designs/microalgal_bioassay,microalgal_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__microalgal_bioassay__microalgal_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\microdroplet\microdroplet_fromLFR.json,LFR-TestCases/Ryuichi's designs/microdroplet,microdroplet_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__microdroplet__microdroplet_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\microreactor\microreactor_fromLFR.json,LFR-TestCases/Ryuichi's designs/microreactor,microreactor_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__microreactor__microreactor_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\mux96chambers\mux96chambers_fromLFR.json,LFR-TestCases/Ryuichi's designs/mux96chambers,mux96chambers_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__mux96chambers__mux96chambers_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\nine_to_one_mux\nine_to_one_mux_fromLFR.json,LFR-TestCases/Ryuichi's designs/nine_to_one_mux,nine_to_one_mux_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__nine_to_one_mux__nine_to_one_mux_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\olfactory\olfactory_fromLFR.json,LFR-TestCases/Ryuichi's designs/olfactory,olfactory_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__olfactory__olfactory_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\rootchip\rootchip_fromLFR.json,LFR-TestCases/Ryuichi's designs/rootchip,rootchip_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__rootchip__rootchip_fromLFR.log
New_Benchmarks\LFR-TestCases\Ryuichi's designs\seeding\seeding_fromLFR.json,LFR-TestCases/Ryuichi's designs/seeding,seeding_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Ryuichi's designs__seeding__seeding_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\cycle\cycle_fromLFR.json,LFR-TestCases/TechnologyMapping/cycle,cycle_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__cycle__cycle_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\instance_mapping\full_system_fromLFR.json,LFR-TestCases/TechnologyMapping/instance_mapping,full_system_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__instance_mapping__full_system_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\n_g_m_map\n_g_m_map_fromLFR.json,LFR-TestCases/TechnologyMapping/n_g_m_map,n_g_m_map_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__n_g_m_map__n_g_m_map_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\n_l_m_map\n_l_m_map_fromLFR.json,LFR-TestCases/TechnologyMapping/n_l_m_map,n_l_m_map_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__n_l_m_map__n_l_m_map_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\one_to_one_mapping\one_to_one_mapping_fromLFR.json,LFR-TestCases/TechnologyMapping/one_to_one_mapping,one_to_one_mapping_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__one_to_one_mapping__one_to_one_mapping_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\tree_bus\tree_bus_fromLFR.json,LFR-TestCases/TechnologyMapping/tree_bus,tree_bus_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__tree_bus__tree_bus_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\tree_fanin_mapping\tree_fanin_fromLFR.json,LFR-TestCases/TechnologyMapping/tree_fanin_mapping,tree_fanin_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__tree_fanin_mapping__tree_fanin_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\tree_fanout_mapping\tree_fanout_fromLFR.json,LFR-TestCases/TechnologyMapping/tree_fanout_mapping,tree_fanout_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__tree_fanout_mapping__tree_fanout_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\tree_fanout_mapping2\tree_fanout2_fromLFR.json,LFR-TestCases/TechnologyMapping/tree_fanout_mapping2,tree_fanout2_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__tree_fanout_mapping2__tree_fanout2_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\tree_fanout_mapping3\tree_fanout_mapping3_fromLFR.json,LFR-TestCases/TechnologyMapping/tree_fanout_mapping3,tree_fanout_mapping3_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__tree_fanout_mapping3__tree_fanout_mapping3_fromLFR.log
New_Benchmarks\LFR-TestCases\TechnologyMapping\tree_storage_bus_mapping\tree_storage_bus_mapping_fromLFR.json,LFR-TestCases/TechnologyMapping/tree_storage_bus_mapping,tree_storage_bus_mapping_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\TechnologyMapping__tree_storage_bus_mapping__tree_storage_bus_mapping_fromLFR.log
New_Benchmarks\LFR-TestCases\test\dropletx\dropletx_fromLFR.json,LFR-TestCases/test/dropletx,dropletx_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\test__dropletx__dropletx_fromLFR.log
New_Benchmarks\LFR-TestCases\test\expresstest\expresstest_fromLFR.json,LFR-TestCases/test/expresstest,expresstest_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\test__expresstest__expresstest_fromLFR.log
New_Benchmarks\LFR-TestCases\test\multi_input\multi_input_fromLFR.json,LFR-TestCases/test/multi_input,multi_input_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\test__multi_input__multi_input_fromLFR.log
New_Benchmarks\LFR-TestCases\test\ring\ring_fromLFR.json,LFR-TestCases/test/ring,ring_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\test__ring__ring_fromLFR.log
New_Benchmarks\LFR-TestCases\Transport Networks\distribute_network_examples\distribute_network_examples_fromLFR.json,LFR-TestCases/Transport Networks/distribute_network_examples,distribute_network_examples_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Transport Networks__distribute_network_examples__distribute_network_examples_fromLFR.log
New_Benchmarks\LFR-TestCases\Transport Networks\one_to_8\one_to_8_fromLFR.json,LFR-TestCases/Transport Networks/one_to_8,one_to_8_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Transport Networks__one_to_8__one_to_8_fromLFR.log
New_Benchmarks\LFR-TestCases\Transport Networks\one_to_one\one_to_one_fromLFR.json,LFR-TestCases/Transport Networks/one_to_one,one_to_one_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Transport Networks__one_to_one__one_to_one_fromLFR.log
